source name	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[disease]	characteristics[biological replicate]	characteristics[material type]	characteristics[sample type]	characteristics[enrichment process]	characteristics[crosslink distance]	characteristics[crosslinking reaction time]	characteristics[crosslinking temperature]	assay name	technology type	comment[data file]	comment[file uri]	comment[technical replicate]	comment[fraction identifier]	comment[label]	comment[instrument]	comment[proteomics data acquisition method]	comment[cleavage agent details]	comment[cleavage agent details]	comment[modification parameters]	comment[modification parameters]	comment[dissociation method]	comment[collision energy]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[fractionation method]	comment[chemical cross-linking coupled with ms]	comment[cross-linker]	comment[crosslink enrichment method]	comment[crosslinker concentration]	comment[quenching reagent]	comment[reduction reagent]	comment[alkylation reagent]	comment[sdrf version]	comment[sdrf template]	comment[sdrf template]	factor value[carbon source]	factor value[crosslink scheme]	factor value[sample group]
Yeast mitochondria C_Lee WT Gly BS3 XL	Saccharomyces cerevisiae	mitochondrion	not available	not applicable	1	not available	not available	not available	30 A	not available	not available	C_Lee_011216_ymitos_WT_Gly_BS3_XL_17_R1a	proteomic profiling by mass spectrometry	C_Lee_011216_ymitos_WT_Gly_BS3_XL_17_R1a.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/04/PXD017620/C_Lee_011216_ymitos_WT_Gly_BS3_XL_17_R1a.raw	1	17	AC=MS:1002038;NT=label free sample	NT=Q Exactive HF;AC=MS:1002523	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Trypsin;AC=MS:1001251	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	AC=MS:1000422;NT=HCD	not available	5 Da	20 ppm	size exclusion chromatography	chemical cross-linking coupled with mass spectrometry proteomics	NT=BS3;AC=XLMOD:02000	size exclusion chromatography	not available	not available	DTT	iodoacetamide	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	glycerol	BS3 qualitative glycerol	C_Lee WT Gly BS3 XL
Yeast mitochondria C_Lee WT Gly BS3 XL	Saccharomyces cerevisiae	mitochondrion	not available	not applicable	1	not available	not available	not available	30 A	not available	not available	C_Lee_011216_ymitos_WT_Gly_BS3_XL_17_R2	proteomic profiling by mass spectrometry	C_Lee_011216_ymitos_WT_Gly_BS3_XL_17_R2.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/04/PXD017620/C_Lee_011216_ymitos_WT_Gly_BS3_XL_17_R2.raw	2	17	AC=MS:1002038;NT=label free sample	NT=Q Exactive HF;AC=MS:1002523	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Trypsin;AC=MS:1001251	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	AC=MS:1000422;NT=HCD	not available	5 Da	20 ppm	size exclusion chromatography	chemical cross-linking coupled with mass spectrometry proteomics	NT=BS3;AC=XLMOD:02000	size exclusion chromatography	not available	not available	DTT	iodoacetamide	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	glycerol	BS3 qualitative glycerol	C_Lee WT Gly BS3 XL
Yeast mitochondria C_Lee WT Gly BS3 XL	Saccharomyces cerevisiae	mitochondrion	not available	not applicable	1	not available	not available	not available	30 A	not available	not available	C_Lee_011216_ymitos_WT_Gly_BS3_XL_18_R1	proteomic profiling by mass spectrometry	C_Lee_011216_ymitos_WT_Gly_BS3_XL_18_R1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/04/PXD017620/C_Lee_011216_ymitos_WT_Gly_BS3_XL_18_R1.raw	1	18	AC=MS:1002038;NT=label free sample	NT=Q Exactive HF;AC=MS:1002523	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Trypsin;AC=MS:1001251	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	AC=MS:1000422;NT=HCD	not available	5 Da	20 ppm	size exclusion chromatography	chemical cross-linking coupled with mass spectrometry proteomics	NT=BS3;AC=XLMOD:02000	size exclusion chromatography	not available	not available	DTT	iodoacetamide	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	glycerol	BS3 qualitative glycerol	C_Lee WT Gly BS3 XL
Yeast mitochondria C_Lee WT Gly BS3 XL	Saccharomyces cerevisiae	mitochondrion	not available	not applicable	1	not available	not available	not available	30 A	not available	not available	C_Lee_011216_ymitos_WT_Gly_BS3_XL_18_R2	proteomic profiling by mass spectrometry	C_Lee_011216_ymitos_WT_Gly_BS3_XL_18_R2.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/04/PXD017620/C_Lee_011216_ymitos_WT_Gly_BS3_XL_18_R2.raw	2	18	AC=MS:1002038;NT=label free sample	NT=Q Exactive HF;AC=MS:1002523	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Trypsin;AC=MS:1001251	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	AC=MS:1000422;NT=HCD	not available	5 Da	20 ppm	size exclusion chromatography	chemical cross-linking coupled with mass spectrometry proteomics	NT=BS3;AC=XLMOD:02000	size exclusion chromatography	not available	not available	DTT	iodoacetamide	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	glycerol	BS3 qualitative glycerol	C_Lee WT Gly BS3 XL
Yeast mitochondria C_Lee WT Gly BS3 XL	Saccharomyces cerevisiae	mitochondrion	not available	not applicable	1	not available	not available	not available	30 A	not available	not available	C_Lee_011216_ymitos_WT_Gly_BS3_XL_19to21_R1	proteomic profiling by mass spectrometry	C_Lee_011216_ymitos_WT_Gly_BS3_XL_19to21_R1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/04/PXD017620/C_Lee_011216_ymitos_WT_Gly_BS3_XL_19to21_R1.raw	1	19to21	AC=MS:1002038;NT=label free sample	NT=Q Exactive HF;AC=MS:1002523	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Trypsin;AC=MS:1001251	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	AC=MS:1000422;NT=HCD	not available	5 Da	20 ppm	size exclusion chromatography	chemical cross-linking coupled with mass spectrometry proteomics	NT=BS3;AC=XLMOD:02000	size exclusion chromatography	not available	not available	DTT	iodoacetamide	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	glycerol	BS3 qualitative glycerol	C_Lee WT Gly BS3 XL
Yeast mitochondria C_Lee WT Gly BS3 XL	Saccharomyces cerevisiae	mitochondrion	not available	not applicable	1	not available	not available	not available	30 A	not available	not available	C_Lee_011216_ymitos_WT_Gly_BS3_XL_19to21_R2	proteomic profiling by mass spectrometry	C_Lee_011216_ymitos_WT_Gly_BS3_XL_19to21_R2.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/04/PXD017620/C_Lee_011216_ymitos_WT_Gly_BS3_XL_19to21_R2.raw	2	19to21	AC=MS:1002038;NT=label free sample	NT=Q Exactive HF;AC=MS:1002523	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Trypsin;AC=MS:1001251	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	AC=MS:1000422;NT=HCD	not available	5 Da	20 ppm	size exclusion chromatography	chemical cross-linking coupled with mass spectrometry proteomics	NT=BS3;AC=XLMOD:02000	size exclusion chromatography	not available	not available	DTT	iodoacetamide	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	glycerol	BS3 qualitative glycerol	C_Lee WT Gly BS3 XL
Yeast mitochondria C_Lee WT Gly BS3 XL	Saccharomyces cerevisiae	mitochondrion	not available	not applicable	1	not available	not available	not available	30 A	not available	not available	C_Lee_011216_ymitos_WT_Gly_BS3_XL_7to9_R1	proteomic profiling by mass spectrometry	C_Lee_011216_ymitos_WT_Gly_BS3_XL_7to9_R1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/04/PXD017620/C_Lee_011216_ymitos_WT_Gly_BS3_XL_7to9_R1.raw	1	7to9	AC=MS:1002038;NT=label free sample	NT=Q Exactive HF;AC=MS:1002523	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Trypsin;AC=MS:1001251	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	AC=MS:1000422;NT=HCD	not available	5 Da	20 ppm	size exclusion chromatography	chemical cross-linking coupled with mass spectrometry proteomics	NT=BS3;AC=XLMOD:02000	size exclusion chromatography	not available	not available	DTT	iodoacetamide	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	glycerol	BS3 qualitative glycerol	C_Lee WT Gly BS3 XL
Yeast mitochondria C_Lee WT Gly BS3 XL	Saccharomyces cerevisiae	mitochondrion	not available	not applicable	1	not available	not available	not available	30 A	not available	not available	C_Lee_011216_ymitos_WT_Gly_BS3_XL_7to9_R2	proteomic profiling by mass spectrometry	C_Lee_011216_ymitos_WT_Gly_BS3_XL_7to9_R2.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/04/PXD017620/C_Lee_011216_ymitos_WT_Gly_BS3_XL_7to9_R2.raw	2	7to9	AC=MS:1002038;NT=label free sample	NT=Q Exactive HF;AC=MS:1002523	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Trypsin;AC=MS:1001251	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	AC=MS:1000422;NT=HCD	not available	5 Da	20 ppm	size exclusion chromatography	chemical cross-linking coupled with mass spectrometry proteomics	NT=BS3;AC=XLMOD:02000	size exclusion chromatography	not available	not available	DTT	iodoacetamide	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	glycerol	BS3 qualitative glycerol	C_Lee WT Gly BS3 XL
Yeast mitochondria C_Lee 070916 BS3 XL B7_B8	Saccharomyces cerevisiae	mitochondrion	not available	not applicable	1	not available	not available	not available	30 A	not available	not available	C_Lee_070916_ymitos_BS3_XL_B7_B8_10_Rep1	proteomic profiling by mass spectrometry	C_Lee_070916_ymitos_BS3_XL_B7_B8_10_Rep1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/04/PXD017620/C_Lee_070916_ymitos_BS3_XL_B7_B8_10_Rep1.raw	1	10	AC=MS:1002038;NT=label free sample	NT=Orbitrap Fusion;AC=MS:1002416	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Trypsin;AC=MS:1001251	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	AC=MS:1000422;NT=HCD	not available	5 Da	20 ppm	size exclusion chromatography	chemical cross-linking coupled with mass spectrometry proteomics	NT=BS3;AC=XLMOD:02000	size exclusion chromatography	not available	not available	DTT	iodoacetamide	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	not available	BS3 qualitative	C_Lee 070916 BS3 XL B7_B8
Yeast mitochondria C_Lee 070916 BS3 XL B7_B8	Saccharomyces cerevisiae	mitochondrion	not available	not applicable	1	not available	not available	not available	30 A	not available	not available	C_Lee_070916_ymitos_BS3_XL_B7_B8_10_Rep2	proteomic profiling by mass spectrometry	C_Lee_070916_ymitos_BS3_XL_B7_B8_10_Rep2.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/04/PXD017620/C_Lee_070916_ymitos_BS3_XL_B7_B8_10_Rep2.raw	2	10	AC=MS:1002038;NT=label free sample	NT=Orbitrap Fusion;AC=MS:1002416	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Trypsin;AC=MS:1001251	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	AC=MS:1000422;NT=HCD	not available	5 Da	20 ppm	size exclusion chromatography	chemical cross-linking coupled with mass spectrometry proteomics	NT=BS3;AC=XLMOD:02000	size exclusion chromatography	not available	not available	DTT	iodoacetamide	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	not available	BS3 qualitative	C_Lee 070916 BS3 XL B7_B8
Yeast mitochondria C_Lee 070916 BS3 XL B7_B8	Saccharomyces cerevisiae	mitochondrion	not available	not applicable	1	not available	not available	not available	30 A	not available	not available	C_Lee_070916_ymitos_BS3_XL_B7_B8_6to8_Rep1	proteomic profiling by mass spectrometry	C_Lee_070916_ymitos_BS3_XL_B7_B8_6to8_Rep1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/04/PXD017620/C_Lee_070916_ymitos_BS3_XL_B7_B8_6to8_Rep1.raw	1	6to8	AC=MS:1002038;NT=label free sample	NT=Orbitrap Fusion;AC=MS:1002416	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Trypsin;AC=MS:1001251	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	AC=MS:1000422;NT=HCD	not available	5 Da	20 ppm	size exclusion chromatography	chemical cross-linking coupled with mass spectrometry proteomics	NT=BS3;AC=XLMOD:02000	size exclusion chromatography	not available	not available	DTT	iodoacetamide	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	not available	BS3 qualitative	C_Lee 070916 BS3 XL B7_B8
Yeast mitochondria C_Lee 070916 BS3 XL B7_B8	Saccharomyces cerevisiae	mitochondrion	not available	not applicable	1	not available	not available	not available	30 A	not available	not available	C_Lee_070916_ymitos_BS3_XL_B7_B8_6to8_Rep2	proteomic profiling by mass spectrometry	C_Lee_070916_ymitos_BS3_XL_B7_B8_6to8_Rep2.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/04/PXD017620/C_Lee_070916_ymitos_BS3_XL_B7_B8_6to8_Rep2.raw	2	6to8	AC=MS:1002038;NT=label free sample	NT=Orbitrap Fusion;AC=MS:1002416	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Trypsin;AC=MS:1001251	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	AC=MS:1000422;NT=HCD	not available	5 Da	20 ppm	size exclusion chromatography	chemical cross-linking coupled with mass spectrometry proteomics	NT=BS3;AC=XLMOD:02000	size exclusion chromatography	not available	not available	DTT	iodoacetamide	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	not available	BS3 qualitative	C_Lee 070916 BS3 XL B7_B8
Yeast mitochondria C_Lee 070916 BS3 XL B7_B8	Saccharomyces cerevisiae	mitochondrion	not available	not applicable	1	not available	not available	not available	30 A	not available	not available	C_Lee_070916_ymitos_BS3_XL_B7_B8_9_Rep1	proteomic profiling by mass spectrometry	C_Lee_070916_ymitos_BS3_XL_B7_B8_9_Rep1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/04/PXD017620/C_Lee_070916_ymitos_BS3_XL_B7_B8_9_Rep1.raw	1	9	AC=MS:1002038;NT=label free sample	NT=Orbitrap Fusion;AC=MS:1002416	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Trypsin;AC=MS:1001251	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	AC=MS:1000422;NT=HCD	not available	5 Da	20 ppm	size exclusion chromatography	chemical cross-linking coupled with mass spectrometry proteomics	NT=BS3;AC=XLMOD:02000	size exclusion chromatography	not available	not available	DTT	iodoacetamide	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	not available	BS3 qualitative	C_Lee 070916 BS3 XL B7_B8
Yeast mitochondria C_Lee 070916 BS3 XL B7_B8	Saccharomyces cerevisiae	mitochondrion	not available	not applicable	1	not available	not available	not available	30 A	not available	not available	C_Lee_070916_ymitos_BS3_XL_B7_B8_9_Rep2	proteomic profiling by mass spectrometry	C_Lee_070916_ymitos_BS3_XL_B7_B8_9_Rep2.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/04/PXD017620/C_Lee_070916_ymitos_BS3_XL_B7_B8_9_Rep2.raw	2	9	AC=MS:1002038;NT=label free sample	NT=Orbitrap Fusion;AC=MS:1002416	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Trypsin;AC=MS:1001251	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	AC=MS:1000422;NT=HCD	not available	5 Da	20 ppm	size exclusion chromatography	chemical cross-linking coupled with mass spectrometry proteomics	NT=BS3;AC=XLMOD:02000	size exclusion chromatography	not available	not available	DTT	iodoacetamide	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	not available	BS3 qualitative	C_Lee 070916 BS3 XL B7_B8
Yeast mitochondria C_Lee 090916 BS3 XL B11_B12	Saccharomyces cerevisiae	mitochondrion	not available	not applicable	1	not available	not available	not available	30 A	not available	not available	C_Lee_090916_ymitos_BS3_XL_B11_B12_10_Rep1	proteomic profiling by mass spectrometry	C_Lee_090916_ymitos_BS3_XL_B11_B12_10_Rep1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/04/PXD017620/C_Lee_090916_ymitos_BS3_XL_B11_B12_10_Rep1.raw	1	10	AC=MS:1002038;NT=label free sample	NT=Orbitrap Fusion;AC=MS:1002416	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Trypsin;AC=MS:1001251	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	AC=MS:1000422;NT=HCD	not available	5 Da	20 ppm	size exclusion chromatography	chemical cross-linking coupled with mass spectrometry proteomics	NT=BS3;AC=XLMOD:02000	size exclusion chromatography	not available	not available	DTT	iodoacetamide	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	not available	BS3 qualitative	C_Lee 090916 BS3 XL B11_B12
Yeast mitochondria C_Lee 090916 BS3 XL B11_B12	Saccharomyces cerevisiae	mitochondrion	not available	not applicable	1	not available	not available	not available	30 A	not available	not available	C_Lee_090916_ymitos_BS3_XL_B11_B12_10_Rep2	proteomic profiling by mass spectrometry	C_Lee_090916_ymitos_BS3_XL_B11_B12_10_Rep2.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/04/PXD017620/C_Lee_090916_ymitos_BS3_XL_B11_B12_10_Rep2.raw	2	10	AC=MS:1002038;NT=label free sample	NT=Orbitrap Fusion;AC=MS:1002416	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Trypsin;AC=MS:1001251	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	AC=MS:1000422;NT=HCD	not available	5 Da	20 ppm	size exclusion chromatography	chemical cross-linking coupled with mass spectrometry proteomics	NT=BS3;AC=XLMOD:02000	size exclusion chromatography	not available	not available	DTT	iodoacetamide	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	not available	BS3 qualitative	C_Lee 090916 BS3 XL B11_B12
Yeast mitochondria C_Lee 090916 BS3 XL B11_B12	Saccharomyces cerevisiae	mitochondrion	not available	not applicable	1	not available	not available	not available	30 A	not available	not available	C_Lee_090916_ymitos_BS3_XL_B11_B12_11_Rep1	proteomic profiling by mass spectrometry	C_Lee_090916_ymitos_BS3_XL_B11_B12_11_Rep1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/04/PXD017620/C_Lee_090916_ymitos_BS3_XL_B11_B12_11_Rep1.raw	1	11	AC=MS:1002038;NT=label free sample	NT=Orbitrap Fusion;AC=MS:1002416	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Trypsin;AC=MS:1001251	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	AC=MS:1000422;NT=HCD	not available	5 Da	20 ppm	size exclusion chromatography	chemical cross-linking coupled with mass spectrometry proteomics	NT=BS3;AC=XLMOD:02000	size exclusion chromatography	not available	not available	DTT	iodoacetamide	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	not available	BS3 qualitative	C_Lee 090916 BS3 XL B11_B12
Yeast mitochondria C_Lee 090916 BS3 XL B11_B12	Saccharomyces cerevisiae	mitochondrion	not available	not applicable	1	not available	not available	not available	30 A	not available	not available	C_Lee_090916_ymitos_BS3_XL_B11_B12_11_Rep2	proteomic profiling by mass spectrometry	C_Lee_090916_ymitos_BS3_XL_B11_B12_11_Rep2.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/04/PXD017620/C_Lee_090916_ymitos_BS3_XL_B11_B12_11_Rep2.raw	2	11	AC=MS:1002038;NT=label free sample	NT=Orbitrap Fusion;AC=MS:1002416	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Trypsin;AC=MS:1001251	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	AC=MS:1000422;NT=HCD	not available	5 Da	20 ppm	size exclusion chromatography	chemical cross-linking coupled with mass spectrometry proteomics	NT=BS3;AC=XLMOD:02000	size exclusion chromatography	not available	not available	DTT	iodoacetamide	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	not available	BS3 qualitative	C_Lee 090916 BS3 XL B11_B12
Yeast mitochondria C_Lee 090916 BS3 XL B11_B12	Saccharomyces cerevisiae	mitochondrion	not available	not applicable	1	not available	not available	not available	30 A	not available	not available	C_Lee_090916_ymitos_BS3_XL_B11_B12_12_Rep1	proteomic profiling by mass spectrometry	C_Lee_090916_ymitos_BS3_XL_B11_B12_12_Rep1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/04/PXD017620/C_Lee_090916_ymitos_BS3_XL_B11_B12_12_Rep1.raw	1	12	AC=MS:1002038;NT=label free sample	NT=Orbitrap Fusion;AC=MS:1002416	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Trypsin;AC=MS:1001251	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	AC=MS:1000422;NT=HCD	not available	5 Da	20 ppm	size exclusion chromatography	chemical cross-linking coupled with mass spectrometry proteomics	NT=BS3;AC=XLMOD:02000	size exclusion chromatography	not available	not available	DTT	iodoacetamide	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	not available	BS3 qualitative	C_Lee 090916 BS3 XL B11_B12
Yeast mitochondria C_Lee 090916 BS3 XL B11_B12	Saccharomyces cerevisiae	mitochondrion	not available	not applicable	1	not available	not available	not available	30 A	not available	not available	C_Lee_090916_ymitos_BS3_XL_B11_B12_12_Rep2	proteomic profiling by mass spectrometry	C_Lee_090916_ymitos_BS3_XL_B11_B12_12_Rep2.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/04/PXD017620/C_Lee_090916_ymitos_BS3_XL_B11_B12_12_Rep2.raw	2	12	AC=MS:1002038;NT=label free sample	NT=Orbitrap Fusion;AC=MS:1002416	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Trypsin;AC=MS:1001251	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	AC=MS:1000422;NT=HCD	not available	5 Da	20 ppm	size exclusion chromatography	chemical cross-linking coupled with mass spectrometry proteomics	NT=BS3;AC=XLMOD:02000	size exclusion chromatography	not available	not available	DTT	iodoacetamide	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	not available	BS3 qualitative	C_Lee 090916 BS3 XL B11_B12
Yeast mitochondria C_Lee 090916 BS3 XL B11_B12	Saccharomyces cerevisiae	mitochondrion	not available	not applicable	1	not available	not available	not available	30 A	not available	not available	C_Lee_090916_ymitos_BS3_XL_B11_B12_13_Rep1	proteomic profiling by mass spectrometry	C_Lee_090916_ymitos_BS3_XL_B11_B12_13_Rep1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/04/PXD017620/C_Lee_090916_ymitos_BS3_XL_B11_B12_13_Rep1.raw	1	13	AC=MS:1002038;NT=label free sample	NT=Orbitrap Fusion;AC=MS:1002416	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Trypsin;AC=MS:1001251	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	AC=MS:1000422;NT=HCD	not available	5 Da	20 ppm	size exclusion chromatography	chemical cross-linking coupled with mass spectrometry proteomics	NT=BS3;AC=XLMOD:02000	size exclusion chromatography	not available	not available	DTT	iodoacetamide	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	not available	BS3 qualitative	C_Lee 090916 BS3 XL B11_B12
