source name	characteristics[sample name]	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[disease]	characteristics[project name]	characteristics[environmental sample type]	characteristics[environmental medium]	characteristics[geographic location]	characteristics[collection date]	characteristics[sample collection method]	characteristics[sample storage]	characteristics[microbiome source]	characteristics[host organism]	characteristics[host body site]	characteristics[host disease status]	characteristics[biological replicate]	assay name	technology type	comment[proteomics data acquisition method]	comment[label]	comment[instrument]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[cleavage agent details]	comment[dissociation method]	comment[fraction identifier]	comment[technical replicate]	comment[data file]	comment[sdrf version]	comment[sdrf template]	comment[sdrf template]	comment[sdrf template]	comment[sdrf annotation tool]	factor value[organism part]
20170227_VA_sample2_N2_1ug_60min_fast_01	20170227_VA_sample2_N2_1ug_60min_fast_01	Mouse gut metagenome	Feces	not applicable	not available	A_Metaproteomic_Workflow_for_Sample_Preparation_and_Data_Analysis_Applied_to_Mouse_Faeces_2	feces	feces	8.0, 0.1	not available	not available	not available	gut microbiome	Homo sapiens	Feces	not available	1	20170227_VA_sample2_N2_1ug_60min_fast_01	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=beam-type collision-induced dissociation;AC=MS:1002481	1	1	20170227_VA_sample2_N2_1ug_60min_fast_01.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	manual curation	Feces
20170227_VA_sample2_N2_1ug_60min_fast_02	20170227_VA_sample2_N2_1ug_60min_fast_02	Mouse gut metagenome	Feces	not applicable	not available	A_Metaproteomic_Workflow_for_Sample_Preparation_and_Data_Analysis_Applied_to_Mouse_Faeces_2	feces	feces	8.0, 0.1	not available	not available	not available	gut microbiome	Homo sapiens	Feces	not available	1	20170227_VA_sample2_N2_1ug_60min_fast_02	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=beam-type collision-induced dissociation;AC=MS:1002481	1	1	20170227_VA_sample2_N2_1ug_60min_fast_02.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	manual curation	Feces
20170227_VA_sample2_N2_1ug_60min_fast_03	20170227_VA_sample2_N2_1ug_60min_fast_03	Mouse gut metagenome	Feces	not applicable	not available	A_Metaproteomic_Workflow_for_Sample_Preparation_and_Data_Analysis_Applied_to_Mouse_Faeces_2	feces	feces	8.0, 0.1	not available	not available	not available	gut microbiome	Homo sapiens	Feces	not available	1	20170227_VA_sample2_N2_1ug_60min_fast_03	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=beam-type collision-induced dissociation;AC=MS:1002481	1	1	20170227_VA_sample2_N2_1ug_60min_fast_03.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	manual curation	Feces
20170227_VA_sample2_sonic_1ug_60min_fast_01	20170227_VA_sample2_sonic_1ug_60min_fast_01	Mouse gut metagenome	Feces	not applicable	not available	A_Metaproteomic_Workflow_for_Sample_Preparation_and_Data_Analysis_Applied_to_Mouse_Faeces_2	feces	feces	8.0, 0.1	not available	not available	not available	gut microbiome	Homo sapiens	Feces	not available	1	20170227_VA_sample2_sonic_1ug_60min_fast_01	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=beam-type collision-induced dissociation;AC=MS:1002481	1	1	20170227_VA_sample2_sonic_1ug_60min_fast_01.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	manual curation	Feces
20170227_VA_sample2_sonic_1ug_60min_fast_02	20170227_VA_sample2_sonic_1ug_60min_fast_02	Mouse gut metagenome	Feces	not applicable	not available	A_Metaproteomic_Workflow_for_Sample_Preparation_and_Data_Analysis_Applied_to_Mouse_Faeces_2	feces	feces	8.0, 0.1	not available	not available	not available	gut microbiome	Homo sapiens	Feces	not available	1	20170227_VA_sample2_sonic_1ug_60min_fast_02	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=beam-type collision-induced dissociation;AC=MS:1002481	1	1	20170227_VA_sample2_sonic_1ug_60min_fast_02.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	manual curation	Feces
20170227_VA_sample2_sonic_1ug_60min_fast_03	20170227_VA_sample2_sonic_1ug_60min_fast_03	Mouse gut metagenome	Feces	not applicable	not available	A_Metaproteomic_Workflow_for_Sample_Preparation_and_Data_Analysis_Applied_to_Mouse_Faeces_2	feces	feces	8.0, 0.1	not available	not available	not available	gut microbiome	Homo sapiens	Feces	not available	1	20170227_VA_sample2_sonic_1ug_60min_fast_03	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=beam-type collision-induced dissociation;AC=MS:1002481	1	1	20170227_VA_sample2_sonic_1ug_60min_fast_03.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	manual curation	Feces
20170227_VA_sample3_beads_1ug_60min_fast_01	20170227_VA_sample3_beads_1ug_60min_fast_01	Mouse gut metagenome	Feces	not applicable	not available	A_Metaproteomic_Workflow_for_Sample_Preparation_and_Data_Analysis_Applied_to_Mouse_Faeces_2	feces	feces	8.0, 0.1	not available	not available	not available	gut microbiome	Homo sapiens	Feces	not available	1	20170227_VA_sample3_beads_1ug_60min_fast_01	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=beam-type collision-induced dissociation;AC=MS:1002481	1	1	20170227_VA_sample3_beads_1ug_60min_fast_01.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	manual curation	Feces
20170227_VA_sample3_beads_1ug_60min_fast_02	20170227_VA_sample3_beads_1ug_60min_fast_02	Mouse gut metagenome	Feces	not applicable	not available	A_Metaproteomic_Workflow_for_Sample_Preparation_and_Data_Analysis_Applied_to_Mouse_Faeces_2	feces	feces	8.0, 0.1	not available	not available	not available	gut microbiome	Homo sapiens	Feces	not available	1	20170227_VA_sample3_beads_1ug_60min_fast_02	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=beam-type collision-induced dissociation;AC=MS:1002481	1	1	20170227_VA_sample3_beads_1ug_60min_fast_02.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	manual curation	Feces
20170227_VA_sample3_beads_1ug_60min_fast_03	20170227_VA_sample3_beads_1ug_60min_fast_03	Mouse gut metagenome	Feces	not applicable	not available	A_Metaproteomic_Workflow_for_Sample_Preparation_and_Data_Analysis_Applied_to_Mouse_Faeces_2	feces	feces	8.0, 0.1	not available	not available	not available	gut microbiome	Homo sapiens	Feces	not available	1	20170227_VA_sample3_beads_1ug_60min_fast_03	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=beam-type collision-induced dissociation;AC=MS:1002481	1	1	20170227_VA_sample3_beads_1ug_60min_fast_03.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	manual curation	Feces
20170227_VA_sample3_N2_1ug_60min_fast_01	20170227_VA_sample3_N2_1ug_60min_fast_01	Mouse gut metagenome	Feces	not applicable	not available	A_Metaproteomic_Workflow_for_Sample_Preparation_and_Data_Analysis_Applied_to_Mouse_Faeces_2	feces	feces	8.0, 0.1	not available	not available	not available	gut microbiome	Homo sapiens	Feces	not available	1	20170227_VA_sample3_N2_1ug_60min_fast_01	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=beam-type collision-induced dissociation;AC=MS:1002481	1	1	20170227_VA_sample3_N2_1ug_60min_fast_01.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	manual curation	Feces
20170227_VA_sample3_N2_1ug_60min_fast_02	20170227_VA_sample3_N2_1ug_60min_fast_02	Mouse gut metagenome	Feces	not applicable	not available	A_Metaproteomic_Workflow_for_Sample_Preparation_and_Data_Analysis_Applied_to_Mouse_Faeces_2	feces	feces	8.0, 0.1	not available	not available	not available	gut microbiome	Homo sapiens	Feces	not available	1	20170227_VA_sample3_N2_1ug_60min_fast_02	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=beam-type collision-induced dissociation;AC=MS:1002481	1	1	20170227_VA_sample3_N2_1ug_60min_fast_02.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	manual curation	Feces
20170227_VA_sample3_N2_1ug_60min_fast_03	20170227_VA_sample3_N2_1ug_60min_fast_03	Mouse gut metagenome	Feces	not applicable	not available	A_Metaproteomic_Workflow_for_Sample_Preparation_and_Data_Analysis_Applied_to_Mouse_Faeces_2	feces	feces	8.0, 0.1	not available	not available	not available	gut microbiome	Homo sapiens	Feces	not available	1	20170227_VA_sample3_N2_1ug_60min_fast_03	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=beam-type collision-induced dissociation;AC=MS:1002481	1	1	20170227_VA_sample3_N2_1ug_60min_fast_03.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	manual curation	Feces
20170227_VA_sample3_sonic_1ug_60min_fast_01	20170227_VA_sample3_sonic_1ug_60min_fast_01	Mouse gut metagenome	Feces	not applicable	not available	A_Metaproteomic_Workflow_for_Sample_Preparation_and_Data_Analysis_Applied_to_Mouse_Faeces_2	feces	feces	8.0, 0.1	not available	not available	not available	gut microbiome	Homo sapiens	Feces	not available	1	20170227_VA_sample3_sonic_1ug_60min_fast_01	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=beam-type collision-induced dissociation;AC=MS:1002481	1	1	20170227_VA_sample3_sonic_1ug_60min_fast_01.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	manual curation	Feces
20170227_VA_sample3_sonic_1ug_60min_fast_02	20170227_VA_sample3_sonic_1ug_60min_fast_02	Mouse gut metagenome	Feces	not applicable	not available	A_Metaproteomic_Workflow_for_Sample_Preparation_and_Data_Analysis_Applied_to_Mouse_Faeces_2	feces	feces	8.0, 0.1	not available	not available	not available	gut microbiome	Homo sapiens	Feces	not available	1	20170227_VA_sample3_sonic_1ug_60min_fast_02	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=beam-type collision-induced dissociation;AC=MS:1002481	1	1	20170227_VA_sample3_sonic_1ug_60min_fast_02.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	manual curation	Feces
20170227_VA_sample3_sonic_1ug_60min_fast_03	20170227_VA_sample3_sonic_1ug_60min_fast_03	Mouse gut metagenome	Feces	not applicable	not available	A_Metaproteomic_Workflow_for_Sample_Preparation_and_Data_Analysis_Applied_to_Mouse_Faeces_2	feces	feces	8.0, 0.1	not available	not available	not available	gut microbiome	Homo sapiens	Feces	not available	1	20170227_VA_sample3_sonic_1ug_60min_fast_03	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=beam-type collision-induced dissociation;AC=MS:1002481	1	1	20170227_VA_sample3_sonic_1ug_60min_fast_03.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	manual curation	Feces
20170307_VA_sample1_no_LSC_mini_1ug_60min_01	20170307_VA_sample1_no_LSC_mini_1ug_60min_01	Mouse gut metagenome	Feces	not applicable	not available	A_Metaproteomic_Workflow_for_Sample_Preparation_and_Data_Analysis_Applied_to_Mouse_Faeces_2	feces	feces	8.0, 0.1	not available	not available	not available	gut microbiome	Homo sapiens	Feces	not available	1	20170307_VA_sample1_no_LSC_mini_1ug_60min_01	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=beam-type collision-induced dissociation;AC=MS:1002481	1	1	20170307_VA_sample1_no_LSC_mini_1ug_60min_01.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	manual curation	Feces
20170307_VA_sample1_no_LSC_mini_1ug_60min_02	20170307_VA_sample1_no_LSC_mini_1ug_60min_02	Mouse gut metagenome	Feces	not applicable	not available	A_Metaproteomic_Workflow_for_Sample_Preparation_and_Data_Analysis_Applied_to_Mouse_Faeces_2	feces	feces	8.0, 0.1	not available	not available	not available	gut microbiome	Homo sapiens	Feces	not available	1	20170307_VA_sample1_no_LSC_mini_1ug_60min_02	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=beam-type collision-induced dissociation;AC=MS:1002481	1	1	20170307_VA_sample1_no_LSC_mini_1ug_60min_02.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	manual curation	Feces
20170307_VA_sample1_no_LSC_MP_1ug_60min_01	20170307_VA_sample1_no_LSC_MP_1ug_60min_01	Mouse gut metagenome	Feces	not applicable	not available	A_Metaproteomic_Workflow_for_Sample_Preparation_and_Data_Analysis_Applied_to_Mouse_Faeces_2	feces	feces	8.0, 0.1	not available	not available	not available	gut microbiome	Homo sapiens	Feces	not available	1	20170307_VA_sample1_no_LSC_MP_1ug_60min_01	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=beam-type collision-induced dissociation;AC=MS:1002481	1	1	20170307_VA_sample1_no_LSC_MP_1ug_60min_01.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	manual curation	Feces
20170307_VA_sample1_no_LSC_MP_1ug_60min_02	20170307_VA_sample1_no_LSC_MP_1ug_60min_02	Mouse gut metagenome	Feces	not applicable	not available	A_Metaproteomic_Workflow_for_Sample_Preparation_and_Data_Analysis_Applied_to_Mouse_Faeces_2	feces	feces	8.0, 0.1	not available	not available	not available	gut microbiome	Homo sapiens	Feces	not available	1	20170307_VA_sample1_no_LSC_MP_1ug_60min_02	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=beam-type collision-induced dissociation;AC=MS:1002481	1	1	20170307_VA_sample1_no_LSC_MP_1ug_60min_02.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	manual curation	Feces
20170307_VA_sample2_no_LSC_mini_1ug_60min_01	20170307_VA_sample2_no_LSC_mini_1ug_60min_01	Mouse gut metagenome	Feces	not applicable	not available	A_Metaproteomic_Workflow_for_Sample_Preparation_and_Data_Analysis_Applied_to_Mouse_Faeces_2	feces	feces	8.0, 0.1	not available	not available	not available	gut microbiome	Homo sapiens	Feces	not available	1	20170307_VA_sample2_no_LSC_mini_1ug_60min_01	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=beam-type collision-induced dissociation;AC=MS:1002481	1	1	20170307_VA_sample2_no_LSC_mini_1ug_60min_01.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	manual curation	Feces
20170307_VA_sample2_no_LSC_mini_1ug_60min_02	20170307_VA_sample2_no_LSC_mini_1ug_60min_02	Mouse gut metagenome	Feces	not applicable	not available	A_Metaproteomic_Workflow_for_Sample_Preparation_and_Data_Analysis_Applied_to_Mouse_Faeces_2	feces	feces	8.0, 0.1	not available	not available	not available	gut microbiome	Homo sapiens	Feces	not available	1	20170307_VA_sample2_no_LSC_mini_1ug_60min_02	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=beam-type collision-induced dissociation;AC=MS:1002481	1	1	20170307_VA_sample2_no_LSC_mini_1ug_60min_02.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	manual curation	Feces
20170307_VA_sample2_no_LSC_MP_1ug_60min_01	20170307_VA_sample2_no_LSC_MP_1ug_60min_01	Mouse gut metagenome	Feces	not applicable	not available	A_Metaproteomic_Workflow_for_Sample_Preparation_and_Data_Analysis_Applied_to_Mouse_Faeces_2	feces	feces	8.0, 0.1	not available	not available	not available	gut microbiome	Homo sapiens	Feces	not available	1	20170307_VA_sample2_no_LSC_MP_1ug_60min_01	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=beam-type collision-induced dissociation;AC=MS:1002481	1	1	20170307_VA_sample2_no_LSC_MP_1ug_60min_01.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	manual curation	Feces
20170307_VA_sample2_no_LSC_MP_1ug_60min_02	20170307_VA_sample2_no_LSC_MP_1ug_60min_02	Mouse gut metagenome	Feces	not applicable	not available	A_Metaproteomic_Workflow_for_Sample_Preparation_and_Data_Analysis_Applied_to_Mouse_Faeces_2	feces	feces	8.0, 0.1	not available	not available	not available	gut microbiome	Homo sapiens	Feces	not available	1	20170307_VA_sample2_no_LSC_MP_1ug_60min_02	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=beam-type collision-induced dissociation;AC=MS:1002481	1	1	20170307_VA_sample2_no_LSC_MP_1ug_60min_02.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	manual curation	Feces
20170307_VA_sample3_no_LSC_mini_1ug_60min_01	20170307_VA_sample3_no_LSC_mini_1ug_60min_01	Mouse gut metagenome	Feces	not applicable	not available	A_Metaproteomic_Workflow_for_Sample_Preparation_and_Data_Analysis_Applied_to_Mouse_Faeces_2	feces	feces	8.0, 0.1	not available	not available	not available	gut microbiome	Homo sapiens	Feces	not available	1	20170307_VA_sample3_no_LSC_mini_1ug_60min_01	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=beam-type collision-induced dissociation;AC=MS:1002481	1	1	20170307_VA_sample3_no_LSC_mini_1ug_60min_01.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	manual curation	Feces
20170307_VA_sample3_no_LSC_mini_1ug_60min_02	20170307_VA_sample3_no_LSC_mini_1ug_60min_02	Mouse gut metagenome	Feces	not applicable	not available	A_Metaproteomic_Workflow_for_Sample_Preparation_and_Data_Analysis_Applied_to_Mouse_Faeces_2	feces	feces	8.0, 0.1	not available	not available	not available	gut microbiome	Homo sapiens	Feces	not available	1	20170307_VA_sample3_no_LSC_mini_1ug_60min_02	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=beam-type collision-induced dissociation;AC=MS:1002481	1	1	20170307_VA_sample3_no_LSC_mini_1ug_60min_02.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	manual curation	Feces
