source name	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[disease]	characteristics[biological replicate]	characteristics[condition]	characteristics[spiked compound]	assay name	technology type	comment[label]	comment[instrument]	comment[cleavage agent details]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[technical replicate]	comment[fraction identifier]	comment[proteomics data acquisition method]	comment[data file]	comment[file uri]	comment[sample preparation batch]	comment[study group]	comment[replicate provenance]	comment[scan window lower limit]	comment[scan window upper limit]	comment[isolation window width]	comment[sdrf version]	comment[sdrf template]	comment[annotation source]	comment[sdrf annotation tool]	comment[annotation provenance]	factor value[condition]
PXD056832_HYEPept_Batch3_S2	Homo sapiens	not applicable	not applicable	not applicable	1	S2	CT=mixture;CN=yeast:40 Ecoli:60	PXD056832_20230904_100ACN_20min_150nl_0904Hela-Yeast-Ecoli_50-20-30_02ul_200pg_6cmHY_glass_DIA_2_1_5004	proteomic profiling by mass spectrometry	NT=label free sample;AC=MS:1002038	NT=timsTOF Pro 2;AC=MS:1003230	NT=Trypsin/P;AC=MS:1001313	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	not available	not available	5	1	NT=Data-independent acquisition;AC=PRIDE:0000450	20230904_100ACN_20min_150nl_0904Hela-Yeast-Ecoli_50-20-30_02ul_200pg_6cmHY_glass_DIA_2_1_5004.d	https://download.iprox.cn/IPX0009767000/IPX0009767001/20230904_100ACN_20min_150nl_0904Hela-Yeast-Ecoli_50-20-30_02ul_200pg_6cmHY_glass_DIA_2_1_5004.d.zip	not applicable	HYEPept_Batch3	Commercial peptide-standard mixtures; six injection replicates in each author batch. No independent biological samples; batch identity retained.	399	1149	25	v1.1.0	NT=dia-acquisition;VV=v1.1.0	https://proteomecentral.proteomexchange.org/cgi/GetDataset?ID=PXD056832 | https://www.ebi.ac.uk/europepmc/webservices/rest/PMC12639053/fullTextXML | https://media.springernature.com/original/springer-static/esm/art%3A10.1038%2Fs41467-025-65174-4/MediaObjects/41467_2025_65174_MOESM1_ESM.pdf | https://www.iprox.cn/projectFileList/projectFileList.jsonp?projectId=IPX0009767000	not available	OpenAI Codex-assisted curation with primary-source and archive-file cross-checks	S2
PXD056832_HYEPept_Batch3_S2	Homo sapiens	not applicable	not applicable	not applicable	1	S2	CT=mixture;CN=yeast:40 Ecoli:60	PXD056832_20230904_100ACN_20min_150nl_0904Hela-Yeast-Ecoli_50-20-30_02ul_200pg_6cmHY_glass_DIA_2_1_5005	proteomic profiling by mass spectrometry	NT=label free sample;AC=MS:1002038	NT=timsTOF Pro 2;AC=MS:1003230	NT=Trypsin/P;AC=MS:1001313	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	not available	not available	6	1	NT=Data-independent acquisition;AC=PRIDE:0000450	20230904_100ACN_20min_150nl_0904Hela-Yeast-Ecoli_50-20-30_02ul_200pg_6cmHY_glass_DIA_2_1_5005.d	https://download.iprox.cn/IPX0009767000/IPX0009767001/20230904_100ACN_20min_150nl_0904Hela-Yeast-Ecoli_50-20-30_02ul_200pg_6cmHY_glass_DIA_2_1_5005.d.zip	not applicable	HYEPept_Batch3	Commercial peptide-standard mixtures; six injection replicates in each author batch. No independent biological samples; batch identity retained.	399	1149	25	v1.1.0	NT=dia-acquisition;VV=v1.1.0	https://proteomecentral.proteomexchange.org/cgi/GetDataset?ID=PXD056832 | https://www.ebi.ac.uk/europepmc/webservices/rest/PMC12639053/fullTextXML | https://media.springernature.com/original/springer-static/esm/art%3A10.1038%2Fs41467-025-65174-4/MediaObjects/41467_2025_65174_MOESM1_ESM.pdf | https://www.iprox.cn/projectFileList/projectFileList.jsonp?projectId=IPX0009767000	not available	OpenAI Codex-assisted curation with primary-source and archive-file cross-checks	S2
PXD056832_HYEPept_Batch3_S3	Homo sapiens	not applicable	not applicable	not applicable	1	S3	CT=mixture;CN=yeast:50 Ecoli:50	PXD056832_20230904_100ACN_20min_150nl_0904Hela-Yeast-Ecoli_50-25-25_02ul_200pg_6cmHY_glass_DIA_2_1_4993	proteomic profiling by mass spectrometry	NT=label free sample;AC=MS:1002038	NT=timsTOF Pro 2;AC=MS:1003230	NT=Trypsin/P;AC=MS:1001313	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	not available	not available	1	1	NT=Data-independent acquisition;AC=PRIDE:0000450	20230904_100ACN_20min_150nl_0904Hela-Yeast-Ecoli_50-25-25_02ul_200pg_6cmHY_glass_DIA_2_1_4993.d	https://download.iprox.cn/IPX0009767000/IPX0009767001/20230904_100ACN_20min_150nl_0904Hela-Yeast-Ecoli_50-25-25_02ul_200pg_6cmHY_glass_DIA_2_1_4993.d.zip	not applicable	HYEPept_Batch3	Commercial peptide-standard mixtures; six injection replicates in each author batch. No independent biological samples; batch identity retained.	399	1149	25	v1.1.0	NT=dia-acquisition;VV=v1.1.0	https://proteomecentral.proteomexchange.org/cgi/GetDataset?ID=PXD056832 | https://www.ebi.ac.uk/europepmc/webservices/rest/PMC12639053/fullTextXML | https://media.springernature.com/original/springer-static/esm/art%3A10.1038%2Fs41467-025-65174-4/MediaObjects/41467_2025_65174_MOESM1_ESM.pdf | https://www.iprox.cn/projectFileList/projectFileList.jsonp?projectId=IPX0009767000	not available	OpenAI Codex-assisted curation with primary-source and archive-file cross-checks	S3
PXD056832_HYEPept_Batch3_S3	Homo sapiens	not applicable	not applicable	not applicable	1	S3	CT=mixture;CN=yeast:50 Ecoli:50	PXD056832_20230904_100ACN_20min_150nl_0904Hela-Yeast-Ecoli_50-25-25_02ul_200pg_6cmHY_glass_DIA_2_1_4994	proteomic profiling by mass spectrometry	NT=label free sample;AC=MS:1002038	NT=timsTOF Pro 2;AC=MS:1003230	NT=Trypsin/P;AC=MS:1001313	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	not available	not available	2	1	NT=Data-independent acquisition;AC=PRIDE:0000450	20230904_100ACN_20min_150nl_0904Hela-Yeast-Ecoli_50-25-25_02ul_200pg_6cmHY_glass_DIA_2_1_4994.d	https://download.iprox.cn/IPX0009767000/IPX0009767001/20230904_100ACN_20min_150nl_0904Hela-Yeast-Ecoli_50-25-25_02ul_200pg_6cmHY_glass_DIA_2_1_4994.d.zip	not applicable	HYEPept_Batch3	Commercial peptide-standard mixtures; six injection replicates in each author batch. No independent biological samples; batch identity retained.	399	1149	25	v1.1.0	NT=dia-acquisition;VV=v1.1.0	https://proteomecentral.proteomexchange.org/cgi/GetDataset?ID=PXD056832 | https://www.ebi.ac.uk/europepmc/webservices/rest/PMC12639053/fullTextXML | https://media.springernature.com/original/springer-static/esm/art%3A10.1038%2Fs41467-025-65174-4/MediaObjects/41467_2025_65174_MOESM1_ESM.pdf | https://www.iprox.cn/projectFileList/projectFileList.jsonp?projectId=IPX0009767000	not available	OpenAI Codex-assisted curation with primary-source and archive-file cross-checks	S3
PXD056832_HYEPept_Batch3_S3	Homo sapiens	not applicable	not applicable	not applicable	1	S3	CT=mixture;CN=yeast:50 Ecoli:50	PXD056832_20230904_100ACN_20min_150nl_0904Hela-Yeast-Ecoli_50-25-25_02ul_200pg_6cmHY_glass_DIA_2_1_4995	proteomic profiling by mass spectrometry	NT=label free sample;AC=MS:1002038	NT=timsTOF Pro 2;AC=MS:1003230	NT=Trypsin/P;AC=MS:1001313	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	not available	not available	3	1	NT=Data-independent acquisition;AC=PRIDE:0000450	20230904_100ACN_20min_150nl_0904Hela-Yeast-Ecoli_50-25-25_02ul_200pg_6cmHY_glass_DIA_2_1_4995.d	https://download.iprox.cn/IPX0009767000/IPX0009767001/20230904_100ACN_20min_150nl_0904Hela-Yeast-Ecoli_50-25-25_02ul_200pg_6cmHY_glass_DIA_2_1_4995.d.zip	not applicable	HYEPept_Batch3	Commercial peptide-standard mixtures; six injection replicates in each author batch. No independent biological samples; batch identity retained.	399	1149	25	v1.1.0	NT=dia-acquisition;VV=v1.1.0	https://proteomecentral.proteomexchange.org/cgi/GetDataset?ID=PXD056832 | https://www.ebi.ac.uk/europepmc/webservices/rest/PMC12639053/fullTextXML | https://media.springernature.com/original/springer-static/esm/art%3A10.1038%2Fs41467-025-65174-4/MediaObjects/41467_2025_65174_MOESM1_ESM.pdf | https://www.iprox.cn/projectFileList/projectFileList.jsonp?projectId=IPX0009767000	not available	OpenAI Codex-assisted curation with primary-source and archive-file cross-checks	S3
PXD056832_HYEPept_Batch3_S3	Homo sapiens	not applicable	not applicable	not applicable	1	S3	CT=mixture;CN=yeast:50 Ecoli:50	PXD056832_20230904_100ACN_20min_150nl_0904Hela-Yeast-Ecoli_50-25-25_02ul_200pg_6cmHY_glass_DIA_2_1_4996	proteomic profiling by mass spectrometry	NT=label free sample;AC=MS:1002038	NT=timsTOF Pro 2;AC=MS:1003230	NT=Trypsin/P;AC=MS:1001313	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	not available	not available	4	1	NT=Data-independent acquisition;AC=PRIDE:0000450	20230904_100ACN_20min_150nl_0904Hela-Yeast-Ecoli_50-25-25_02ul_200pg_6cmHY_glass_DIA_2_1_4996.d	https://download.iprox.cn/IPX0009767000/IPX0009767001/20230904_100ACN_20min_150nl_0904Hela-Yeast-Ecoli_50-25-25_02ul_200pg_6cmHY_glass_DIA_2_1_4996.d.zip	not applicable	HYEPept_Batch3	Commercial peptide-standard mixtures; six injection replicates in each author batch. No independent biological samples; batch identity retained.	399	1149	25	v1.1.0	NT=dia-acquisition;VV=v1.1.0	https://proteomecentral.proteomexchange.org/cgi/GetDataset?ID=PXD056832 | https://www.ebi.ac.uk/europepmc/webservices/rest/PMC12639053/fullTextXML | https://media.springernature.com/original/springer-static/esm/art%3A10.1038%2Fs41467-025-65174-4/MediaObjects/41467_2025_65174_MOESM1_ESM.pdf | https://www.iprox.cn/projectFileList/projectFileList.jsonp?projectId=IPX0009767000	not available	OpenAI Codex-assisted curation with primary-source and archive-file cross-checks	S3
PXD056832_HYEPept_Batch3_S3	Homo sapiens	not applicable	not applicable	not applicable	1	S3	CT=mixture;CN=yeast:50 Ecoli:50	PXD056832_20230904_100ACN_20min_150nl_0904Hela-Yeast-Ecoli_50-25-25_02ul_200pg_6cmHY_glass_DIA_2_1_4997	proteomic profiling by mass spectrometry	NT=label free sample;AC=MS:1002038	NT=timsTOF Pro 2;AC=MS:1003230	NT=Trypsin/P;AC=MS:1001313	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	not available	not available	5	1	NT=Data-independent acquisition;AC=PRIDE:0000450	20230904_100ACN_20min_150nl_0904Hela-Yeast-Ecoli_50-25-25_02ul_200pg_6cmHY_glass_DIA_2_1_4997.d	https://download.iprox.cn/IPX0009767000/IPX0009767001/20230904_100ACN_20min_150nl_0904Hela-Yeast-Ecoli_50-25-25_02ul_200pg_6cmHY_glass_DIA_2_1_4997.d.zip	not applicable	HYEPept_Batch3	Commercial peptide-standard mixtures; six injection replicates in each author batch. No independent biological samples; batch identity retained.	399	1149	25	v1.1.0	NT=dia-acquisition;VV=v1.1.0	https://proteomecentral.proteomexchange.org/cgi/GetDataset?ID=PXD056832 | https://www.ebi.ac.uk/europepmc/webservices/rest/PMC12639053/fullTextXML | https://media.springernature.com/original/springer-static/esm/art%3A10.1038%2Fs41467-025-65174-4/MediaObjects/41467_2025_65174_MOESM1_ESM.pdf | https://www.iprox.cn/projectFileList/projectFileList.jsonp?projectId=IPX0009767000	not available	OpenAI Codex-assisted curation with primary-source and archive-file cross-checks	S3
PXD056832_HYEPept_Batch3_S3	Homo sapiens	not applicable	not applicable	not applicable	1	S3	CT=mixture;CN=yeast:50 Ecoli:50	PXD056832_20230904_100ACN_20min_150nl_0904Hela-Yeast-Ecoli_50-25-25_02ul_200pg_6cmHY_glass_DIA_2_1_4998	proteomic profiling by mass spectrometry	NT=label free sample;AC=MS:1002038	NT=timsTOF Pro 2;AC=MS:1003230	NT=Trypsin/P;AC=MS:1001313	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	not available	not available	6	1	NT=Data-independent acquisition;AC=PRIDE:0000450	20230904_100ACN_20min_150nl_0904Hela-Yeast-Ecoli_50-25-25_02ul_200pg_6cmHY_glass_DIA_2_1_4998.d	https://download.iprox.cn/IPX0009767000/IPX0009767001/20230904_100ACN_20min_150nl_0904Hela-Yeast-Ecoli_50-25-25_02ul_200pg_6cmHY_glass_DIA_2_1_4998.d.zip	not applicable	HYEPept_Batch3	Commercial peptide-standard mixtures; six injection replicates in each author batch. No independent biological samples; batch identity retained.	399	1149	25	v1.1.0	NT=dia-acquisition;VV=v1.1.0	https://proteomecentral.proteomexchange.org/cgi/GetDataset?ID=PXD056832 | https://www.ebi.ac.uk/europepmc/webservices/rest/PMC12639053/fullTextXML | https://media.springernature.com/original/springer-static/esm/art%3A10.1038%2Fs41467-025-65174-4/MediaObjects/41467_2025_65174_MOESM1_ESM.pdf | https://www.iprox.cn/projectFileList/projectFileList.jsonp?projectId=IPX0009767000	not available	OpenAI Codex-assisted curation with primary-source and archive-file cross-checks	S3
PXD056832_HYEPept_Batch3_S4	Homo sapiens	not applicable	not applicable	not applicable	1	S4	CT=mixture;CN=yeast:60 Ecoli:40	PXD056832_20230904_100ACN_20min_150nl_0904Hela-Yeast-Ecoli_50-30-20_02ul_200pg_6cmHY_glass_DIA_2_1_4986	proteomic profiling by mass spectrometry	NT=label free sample;AC=MS:1002038	NT=timsTOF Pro 2;AC=MS:1003230	NT=Trypsin/P;AC=MS:1001313	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	not available	not available	1	1	NT=Data-independent acquisition;AC=PRIDE:0000450	20230904_100ACN_20min_150nl_0904Hela-Yeast-Ecoli_50-30-20_02ul_200pg_6cmHY_glass_DIA_2_1_4986.d	https://download.iprox.cn/IPX0009767000/IPX0009767001/20230904_100ACN_20min_150nl_0904Hela-Yeast-Ecoli_50-30-20_02ul_200pg_6cmHY_glass_DIA_2_1_4986.d.zip	not applicable	HYEPept_Batch3	Commercial peptide-standard mixtures; six injection replicates in each author batch. No independent biological samples; batch identity retained.	399	1149	25	v1.1.0	NT=dia-acquisition;VV=v1.1.0	https://proteomecentral.proteomexchange.org/cgi/GetDataset?ID=PXD056832 | https://www.ebi.ac.uk/europepmc/webservices/rest/PMC12639053/fullTextXML | https://media.springernature.com/original/springer-static/esm/art%3A10.1038%2Fs41467-025-65174-4/MediaObjects/41467_2025_65174_MOESM1_ESM.pdf | https://www.iprox.cn/projectFileList/projectFileList.jsonp?projectId=IPX0009767000	not available	OpenAI Codex-assisted curation with primary-source and archive-file cross-checks	S4
PXD056832_HYEPept_Batch3_S4	Homo sapiens	not applicable	not applicable	not applicable	1	S4	CT=mixture;CN=yeast:60 Ecoli:40	PXD056832_20230904_100ACN_20min_150nl_0904Hela-Yeast-Ecoli_50-30-20_02ul_200pg_6cmHY_glass_DIA_2_1_4987	proteomic profiling by mass spectrometry	NT=label free sample;AC=MS:1002038	NT=timsTOF Pro 2;AC=MS:1003230	NT=Trypsin/P;AC=MS:1001313	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	not available	not available	2	1	NT=Data-independent acquisition;AC=PRIDE:0000450	20230904_100ACN_20min_150nl_0904Hela-Yeast-Ecoli_50-30-20_02ul_200pg_6cmHY_glass_DIA_2_1_4987.d	https://download.iprox.cn/IPX0009767000/IPX0009767001/20230904_100ACN_20min_150nl_0904Hela-Yeast-Ecoli_50-30-20_02ul_200pg_6cmHY_glass_DIA_2_1_4987.d.zip	not applicable	HYEPept_Batch3	Commercial peptide-standard mixtures; six injection replicates in each author batch. No independent biological samples; batch identity retained.	399	1149	25	v1.1.0	NT=dia-acquisition;VV=v1.1.0	https://proteomecentral.proteomexchange.org/cgi/GetDataset?ID=PXD056832 | https://www.ebi.ac.uk/europepmc/webservices/rest/PMC12639053/fullTextXML | https://media.springernature.com/original/springer-static/esm/art%3A10.1038%2Fs41467-025-65174-4/MediaObjects/41467_2025_65174_MOESM1_ESM.pdf | https://www.iprox.cn/projectFileList/projectFileList.jsonp?projectId=IPX0009767000	not available	OpenAI Codex-assisted curation with primary-source and archive-file cross-checks	S4
PXD056832_HYEPept_Batch3_S4	Homo sapiens	not applicable	not applicable	not applicable	1	S4	CT=mixture;CN=yeast:60 Ecoli:40	PXD056832_20230904_100ACN_20min_150nl_0904Hela-Yeast-Ecoli_50-30-20_02ul_200pg_6cmHY_glass_DIA_2_1_4988	proteomic profiling by mass spectrometry	NT=label free sample;AC=MS:1002038	NT=timsTOF Pro 2;AC=MS:1003230	NT=Trypsin/P;AC=MS:1001313	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	not available	not available	3	1	NT=Data-independent acquisition;AC=PRIDE:0000450	20230904_100ACN_20min_150nl_0904Hela-Yeast-Ecoli_50-30-20_02ul_200pg_6cmHY_glass_DIA_2_1_4988.d	https://download.iprox.cn/IPX0009767000/IPX0009767001/20230904_100ACN_20min_150nl_0904Hela-Yeast-Ecoli_50-30-20_02ul_200pg_6cmHY_glass_DIA_2_1_4988.d.zip	not applicable	HYEPept_Batch3	Commercial peptide-standard mixtures; six injection replicates in each author batch. No independent biological samples; batch identity retained.	399	1149	25	v1.1.0	NT=dia-acquisition;VV=v1.1.0	https://proteomecentral.proteomexchange.org/cgi/GetDataset?ID=PXD056832 | https://www.ebi.ac.uk/europepmc/webservices/rest/PMC12639053/fullTextXML | https://media.springernature.com/original/springer-static/esm/art%3A10.1038%2Fs41467-025-65174-4/MediaObjects/41467_2025_65174_MOESM1_ESM.pdf | https://www.iprox.cn/projectFileList/projectFileList.jsonp?projectId=IPX0009767000	not available	OpenAI Codex-assisted curation with primary-source and archive-file cross-checks	S4
PXD056832_HYEPept_Batch3_S4	Homo sapiens	not applicable	not applicable	not applicable	1	S4	CT=mixture;CN=yeast:60 Ecoli:40	PXD056832_20230904_100ACN_20min_150nl_0904Hela-Yeast-Ecoli_50-30-20_02ul_200pg_6cmHY_glass_DIA_2_1_4989	proteomic profiling by mass spectrometry	NT=label free sample;AC=MS:1002038	NT=timsTOF Pro 2;AC=MS:1003230	NT=Trypsin/P;AC=MS:1001313	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	not available	not available	4	1	NT=Data-independent acquisition;AC=PRIDE:0000450	20230904_100ACN_20min_150nl_0904Hela-Yeast-Ecoli_50-30-20_02ul_200pg_6cmHY_glass_DIA_2_1_4989.d	https://download.iprox.cn/IPX0009767000/IPX0009767001/20230904_100ACN_20min_150nl_0904Hela-Yeast-Ecoli_50-30-20_02ul_200pg_6cmHY_glass_DIA_2_1_4989.d.zip	not applicable	HYEPept_Batch3	Commercial peptide-standard mixtures; six injection replicates in each author batch. No independent biological samples; batch identity retained.	399	1149	25	v1.1.0	NT=dia-acquisition;VV=v1.1.0	https://proteomecentral.proteomexchange.org/cgi/GetDataset?ID=PXD056832 | https://www.ebi.ac.uk/europepmc/webservices/rest/PMC12639053/fullTextXML | https://media.springernature.com/original/springer-static/esm/art%3A10.1038%2Fs41467-025-65174-4/MediaObjects/41467_2025_65174_MOESM1_ESM.pdf | https://www.iprox.cn/projectFileList/projectFileList.jsonp?projectId=IPX0009767000	not available	OpenAI Codex-assisted curation with primary-source and archive-file cross-checks	S4
PXD056832_HYEPept_Batch3_S4	Homo sapiens	not applicable	not applicable	not applicable	1	S4	CT=mixture;CN=yeast:60 Ecoli:40	PXD056832_20230904_100ACN_20min_150nl_0904Hela-Yeast-Ecoli_50-30-20_02ul_200pg_6cmHY_glass_DIA_2_1_4990	proteomic profiling by mass spectrometry	NT=label free sample;AC=MS:1002038	NT=timsTOF Pro 2;AC=MS:1003230	NT=Trypsin/P;AC=MS:1001313	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	not available	not available	5	1	NT=Data-independent acquisition;AC=PRIDE:0000450	20230904_100ACN_20min_150nl_0904Hela-Yeast-Ecoli_50-30-20_02ul_200pg_6cmHY_glass_DIA_2_1_4990.d	https://download.iprox.cn/IPX0009767000/IPX0009767001/20230904_100ACN_20min_150nl_0904Hela-Yeast-Ecoli_50-30-20_02ul_200pg_6cmHY_glass_DIA_2_1_4990.d.zip	not applicable	HYEPept_Batch3	Commercial peptide-standard mixtures; six injection replicates in each author batch. No independent biological samples; batch identity retained.	399	1149	25	v1.1.0	NT=dia-acquisition;VV=v1.1.0	https://proteomecentral.proteomexchange.org/cgi/GetDataset?ID=PXD056832 | https://www.ebi.ac.uk/europepmc/webservices/rest/PMC12639053/fullTextXML | https://media.springernature.com/original/springer-static/esm/art%3A10.1038%2Fs41467-025-65174-4/MediaObjects/41467_2025_65174_MOESM1_ESM.pdf | https://www.iprox.cn/projectFileList/projectFileList.jsonp?projectId=IPX0009767000	not available	OpenAI Codex-assisted curation with primary-source and archive-file cross-checks	S4
PXD056832_HYEPept_Batch3_S4	Homo sapiens	not applicable	not applicable	not applicable	1	S4	CT=mixture;CN=yeast:60 Ecoli:40	PXD056832_20230904_100ACN_20min_150nl_0904Hela-Yeast-Ecoli_50-30-20_02ul_200pg_6cmHY_glass_DIA_2_1_4991	proteomic profiling by mass spectrometry	NT=label free sample;AC=MS:1002038	NT=timsTOF Pro 2;AC=MS:1003230	NT=Trypsin/P;AC=MS:1001313	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	not available	not available	6	1	NT=Data-independent acquisition;AC=PRIDE:0000450	20230904_100ACN_20min_150nl_0904Hela-Yeast-Ecoli_50-30-20_02ul_200pg_6cmHY_glass_DIA_2_1_4991.d	https://download.iprox.cn/IPX0009767000/IPX0009767001/20230904_100ACN_20min_150nl_0904Hela-Yeast-Ecoli_50-30-20_02ul_200pg_6cmHY_glass_DIA_2_1_4991.d.zip	not applicable	HYEPept_Batch3	Commercial peptide-standard mixtures; six injection replicates in each author batch. No independent biological samples; batch identity retained.	399	1149	25	v1.1.0	NT=dia-acquisition;VV=v1.1.0	https://proteomecentral.proteomexchange.org/cgi/GetDataset?ID=PXD056832 | https://www.ebi.ac.uk/europepmc/webservices/rest/PMC12639053/fullTextXML | https://media.springernature.com/original/springer-static/esm/art%3A10.1038%2Fs41467-025-65174-4/MediaObjects/41467_2025_65174_MOESM1_ESM.pdf | https://www.iprox.cn/projectFileList/projectFileList.jsonp?projectId=IPX0009767000	not available	OpenAI Codex-assisted curation with primary-source and archive-file cross-checks	S4
PXD056832_HYEPept_Batch3_S5	Homo sapiens	not applicable	not applicable	not applicable	1	S5	CT=mixture;CN=yeast:80 Ecoli:20	PXD056832_20230904_100ACN_20min_150nl_0904Hela-Yeast-Ecoli_50-40-10_02ul_200pg_6cmHY_glass_DIA_2_1_4979	proteomic profiling by mass spectrometry	NT=label free sample;AC=MS:1002038	NT=timsTOF Pro 2;AC=MS:1003230	NT=Trypsin/P;AC=MS:1001313	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	not available	not available	1	1	NT=Data-independent acquisition;AC=PRIDE:0000450	20230904_100ACN_20min_150nl_0904Hela-Yeast-Ecoli_50-40-10_02ul_200pg_6cmHY_glass_DIA_2_1_4979.d	https://download.iprox.cn/IPX0009767000/IPX0009767001/20230904_100ACN_20min_150nl_0904Hela-Yeast-Ecoli_50-40-10_02ul_200pg_6cmHY_glass_DIA_2_1_4979.d.zip	not applicable	HYEPept_Batch3	Commercial peptide-standard mixtures; six injection replicates in each author batch. No independent biological samples; batch identity retained.	399	1149	25	v1.1.0	NT=dia-acquisition;VV=v1.1.0	https://proteomecentral.proteomexchange.org/cgi/GetDataset?ID=PXD056832 | https://www.ebi.ac.uk/europepmc/webservices/rest/PMC12639053/fullTextXML | https://media.springernature.com/original/springer-static/esm/art%3A10.1038%2Fs41467-025-65174-4/MediaObjects/41467_2025_65174_MOESM1_ESM.pdf | https://www.iprox.cn/projectFileList/projectFileList.jsonp?projectId=IPX0009767000	not available	OpenAI Codex-assisted curation with primary-source and archive-file cross-checks	S5
