source name	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[disease]	characteristics[developmental stage]	characteristics[age]	characteristics[sex]	characteristics[strain or breed]	characteristics[material type]	characteristics[pooled sample]	characteristics[biological replicate]	assay name	technology type	comment[proteomics data acquisition method]	comment[instrument]	comment[label]	comment[cleavage agent details]	comment[cleavage agent details]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[dissociation method]	comment[fractionation method]	comment[ms min mz]	comment[ms max mz]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[fraction identifier]	comment[technical replicate]	comment[data file]	comment[sdrf version]	comment[sdrf annotation tool]	comment[sdrf template]	factor value[organism]	factor value[organism part]
rat_heart_left_ventricle_1	Rattus norvegicus	heart left ventricle	not applicable	normal	adult	not available	male	Wistar	tissue	not pooled	1	rat_heart_left_ventricle_1_F7	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=label free sample;AC=MS:1002038	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Gln->pyro-Glu;AC=UNIMOD:28;PP=Any N-term;TA=Q;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=beam-type collision-induced dissociation;AC=MS:1000422	High-pH reversed-phase chromatography (hpHRP)	375m/z	1500m/z	4.5 ppm	20 ppm	7	1	20150818_QE7_UPLC11_PCP_SA_Rat_Heart_1_Left_Ventricle_Fraction_7.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=Rattus norvegicus;AC=NCBITaxon:10116	NT=heart left ventricle;AC=UBERON:0002084
rat_heart_left_ventricle_1	Rattus norvegicus	heart left ventricle	not applicable	normal	adult	not available	male	Wistar	tissue	not pooled	1	rat_heart_left_ventricle_1_F8	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=label free sample;AC=MS:1002038	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Gln->pyro-Glu;AC=UNIMOD:28;PP=Any N-term;TA=Q;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=beam-type collision-induced dissociation;AC=MS:1000422	High-pH reversed-phase chromatography (hpHRP)	375m/z	1500m/z	4.5 ppm	20 ppm	8	1	20150818_QE7_UPLC11_PCP_SA_Rat_Heart_1_Left_Ventricle_Fraction_8.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=Rattus norvegicus;AC=NCBITaxon:10116	NT=heart left ventricle;AC=UBERON:0002084
rat_heart_left_ventricle_1	Rattus norvegicus	heart left ventricle	not applicable	normal	adult	not available	male	Wistar	tissue	not pooled	1	rat_heart_left_ventricle_1_F9	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=label free sample;AC=MS:1002038	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Gln->pyro-Glu;AC=UNIMOD:28;PP=Any N-term;TA=Q;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=beam-type collision-induced dissociation;AC=MS:1000422	High-pH reversed-phase chromatography (hpHRP)	375m/z	1500m/z	4.5 ppm	20 ppm	9	1	20150818_QE7_UPLC11_PCP_SA_Rat_Heart_1_Left_Ventricle_Fraction_9.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=Rattus norvegicus;AC=NCBITaxon:10116	NT=heart left ventricle;AC=UBERON:0002084
rat_heart_left_ventricle_1	Rattus norvegicus	heart left ventricle	not applicable	normal	adult	not available	male	Wistar	tissue	not pooled	1	rat_heart_left_ventricle_1_F10	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=label free sample;AC=MS:1002038	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Gln->pyro-Glu;AC=UNIMOD:28;PP=Any N-term;TA=Q;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=beam-type collision-induced dissociation;AC=MS:1000422	High-pH reversed-phase chromatography (hpHRP)	375m/z	1500m/z	4.5 ppm	20 ppm	10	1	20150818_QE7_UPLC11_PCP_SA_Rat_Heart_1_Left_Ventricle_Fraction_10.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=Rattus norvegicus;AC=NCBITaxon:10116	NT=heart left ventricle;AC=UBERON:0002084
rat_heart_right_atrium_1	Rattus norvegicus	right cardiac atrium	not applicable	normal	adult	not available	male	Wistar	tissue	not pooled	1	rat_heart_right_atrium_1_F1	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=label free sample;AC=MS:1002038	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Gln->pyro-Glu;AC=UNIMOD:28;PP=Any N-term;TA=Q;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=beam-type collision-induced dissociation;AC=MS:1000422	High-pH reversed-phase chromatography (hpHRP)	375m/z	1500m/z	4.5 ppm	20 ppm	1	1	20150818_QE7_UPLC11_PCP_SA_Rat_Heart_1_Right_Atria_Fraction_1.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=Rattus norvegicus;AC=NCBITaxon:10116	NT=right cardiac atrium;AC=UBERON:0002078
rat_heart_right_atrium_1	Rattus norvegicus	right cardiac atrium	not applicable	normal	adult	not available	male	Wistar	tissue	not pooled	1	rat_heart_right_atrium_1_F2	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=label free sample;AC=MS:1002038	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Gln->pyro-Glu;AC=UNIMOD:28;PP=Any N-term;TA=Q;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=beam-type collision-induced dissociation;AC=MS:1000422	High-pH reversed-phase chromatography (hpHRP)	375m/z	1500m/z	4.5 ppm	20 ppm	2	1	20150818_QE7_UPLC11_PCP_SA_Rat_Heart_1_Right_Atria_Fraction_2.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=Rattus norvegicus;AC=NCBITaxon:10116	NT=right cardiac atrium;AC=UBERON:0002078
rat_heart_right_atrium_1	Rattus norvegicus	right cardiac atrium	not applicable	normal	adult	not available	male	Wistar	tissue	not pooled	1	rat_heart_right_atrium_1_F3	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=label free sample;AC=MS:1002038	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Gln->pyro-Glu;AC=UNIMOD:28;PP=Any N-term;TA=Q;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=beam-type collision-induced dissociation;AC=MS:1000422	High-pH reversed-phase chromatography (hpHRP)	375m/z	1500m/z	4.5 ppm	20 ppm	3	1	20150818_QE7_UPLC11_PCP_SA_Rat_Heart_1_Right_Atria_Fraction_3.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=Rattus norvegicus;AC=NCBITaxon:10116	NT=right cardiac atrium;AC=UBERON:0002078
rat_heart_right_atrium_1	Rattus norvegicus	right cardiac atrium	not applicable	normal	adult	not available	male	Wistar	tissue	not pooled	1	rat_heart_right_atrium_1_F4	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=label free sample;AC=MS:1002038	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Gln->pyro-Glu;AC=UNIMOD:28;PP=Any N-term;TA=Q;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=beam-type collision-induced dissociation;AC=MS:1000422	High-pH reversed-phase chromatography (hpHRP)	375m/z	1500m/z	4.5 ppm	20 ppm	4	1	20150818_QE7_UPLC11_PCP_SA_Rat_Heart_1_Right_Atria_Fraction_4.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=Rattus norvegicus;AC=NCBITaxon:10116	NT=right cardiac atrium;AC=UBERON:0002078
rat_heart_right_atrium_1	Rattus norvegicus	right cardiac atrium	not applicable	normal	adult	not available	male	Wistar	tissue	not pooled	1	rat_heart_right_atrium_1_F5	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=label free sample;AC=MS:1002038	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Gln->pyro-Glu;AC=UNIMOD:28;PP=Any N-term;TA=Q;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=beam-type collision-induced dissociation;AC=MS:1000422	High-pH reversed-phase chromatography (hpHRP)	375m/z	1500m/z	4.5 ppm	20 ppm	5	1	20150818_QE7_UPLC11_PCP_SA_Rat_Heart_1_Right_Atria_Fraction_5.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=Rattus norvegicus;AC=NCBITaxon:10116	NT=right cardiac atrium;AC=UBERON:0002078
rat_heart_right_atrium_1	Rattus norvegicus	right cardiac atrium	not applicable	normal	adult	not available	male	Wistar	tissue	not pooled	1	rat_heart_right_atrium_1_F6	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=label free sample;AC=MS:1002038	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Gln->pyro-Glu;AC=UNIMOD:28;PP=Any N-term;TA=Q;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=beam-type collision-induced dissociation;AC=MS:1000422	High-pH reversed-phase chromatography (hpHRP)	375m/z	1500m/z	4.5 ppm	20 ppm	6	1	20150818_QE7_UPLC11_PCP_SA_Rat_Heart_1_Right_Atria_Fraction_6.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=Rattus norvegicus;AC=NCBITaxon:10116	NT=right cardiac atrium;AC=UBERON:0002078
rat_heart_right_atrium_1	Rattus norvegicus	right cardiac atrium	not applicable	normal	adult	not available	male	Wistar	tissue	not pooled	1	rat_heart_right_atrium_1_F7	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=label free sample;AC=MS:1002038	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Gln->pyro-Glu;AC=UNIMOD:28;PP=Any N-term;TA=Q;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=beam-type collision-induced dissociation;AC=MS:1000422	High-pH reversed-phase chromatography (hpHRP)	375m/z	1500m/z	4.5 ppm	20 ppm	7	1	20150818_QE7_UPLC11_PCP_SA_Rat_Heart_1_Right_Atria_Fraction_7.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=Rattus norvegicus;AC=NCBITaxon:10116	NT=right cardiac atrium;AC=UBERON:0002078
rat_heart_right_atrium_1	Rattus norvegicus	right cardiac atrium	not applicable	normal	adult	not available	male	Wistar	tissue	not pooled	1	rat_heart_right_atrium_1_F8	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=label free sample;AC=MS:1002038	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Gln->pyro-Glu;AC=UNIMOD:28;PP=Any N-term;TA=Q;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=beam-type collision-induced dissociation;AC=MS:1000422	High-pH reversed-phase chromatography (hpHRP)	375m/z	1500m/z	4.5 ppm	20 ppm	8	1	20150818_QE7_UPLC11_PCP_SA_Rat_Heart_1_Right_Atria_Fraction_8_150820141816.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=Rattus norvegicus;AC=NCBITaxon:10116	NT=right cardiac atrium;AC=UBERON:0002078
rat_heart_right_atrium_1	Rattus norvegicus	right cardiac atrium	not applicable	normal	adult	not available	male	Wistar	tissue	not pooled	1	rat_heart_right_atrium_1_F9	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=label free sample;AC=MS:1002038	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Gln->pyro-Glu;AC=UNIMOD:28;PP=Any N-term;TA=Q;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=beam-type collision-induced dissociation;AC=MS:1000422	High-pH reversed-phase chromatography (hpHRP)	375m/z	1500m/z	4.5 ppm	20 ppm	9	1	20150818_Q75_UPLC11_PCP_SA_Rat_Heart_1_Right_Atria_Fraction_9.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=Rattus norvegicus;AC=NCBITaxon:10116	NT=right cardiac atrium;AC=UBERON:0002078
rat_heart_right_atrium_1	Rattus norvegicus	right cardiac atrium	not applicable	normal	adult	not available	male	Wistar	tissue	not pooled	1	rat_heart_right_atrium_1_F10	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=label free sample;AC=MS:1002038	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Gln->pyro-Glu;AC=UNIMOD:28;PP=Any N-term;TA=Q;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=beam-type collision-induced dissociation;AC=MS:1000422	High-pH reversed-phase chromatography (hpHRP)	375m/z	1500m/z	4.5 ppm	20 ppm	10	1	20150818_QE7_UPLC11_PCP_SA_Rat_Heart_1_Right_Atria_Fraction_10.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=Rattus norvegicus;AC=NCBITaxon:10116	NT=right cardiac atrium;AC=UBERON:0002078
rat_heart_right_ventricle_1	Rattus norvegicus	heart right ventricle	not applicable	normal	adult	not available	male	Wistar	tissue	not pooled	1	rat_heart_right_ventricle_1_F1	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=label free sample;AC=MS:1002038	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Gln->pyro-Glu;AC=UNIMOD:28;PP=Any N-term;TA=Q;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=beam-type collision-induced dissociation;AC=MS:1000422	High-pH reversed-phase chromatography (hpHRP)	375m/z	1500m/z	4.5 ppm	20 ppm	1	1	20150818_QE7_UPLC11_PCP_SA_Rat_Heart_1_Right_Ventricle_Fraction_1.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=Rattus norvegicus;AC=NCBITaxon:10116	NT=heart right ventricle;AC=UBERON:0002080
rat_heart_right_ventricle_1	Rattus norvegicus	heart right ventricle	not applicable	normal	adult	not available	male	Wistar	tissue	not pooled	1	rat_heart_right_ventricle_1_F2	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=label free sample;AC=MS:1002038	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Gln->pyro-Glu;AC=UNIMOD:28;PP=Any N-term;TA=Q;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=beam-type collision-induced dissociation;AC=MS:1000422	High-pH reversed-phase chromatography (hpHRP)	375m/z	1500m/z	4.5 ppm	20 ppm	2	1	20150818_QE7_UPLC11_PCP_SA_Rat_Heart_1_Right_Ventricle_Fraction_2.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=Rattus norvegicus;AC=NCBITaxon:10116	NT=heart right ventricle;AC=UBERON:0002080
rat_heart_right_ventricle_1	Rattus norvegicus	heart right ventricle	not applicable	normal	adult	not available	male	Wistar	tissue	not pooled	1	rat_heart_right_ventricle_1_F3	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=label free sample;AC=MS:1002038	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Gln->pyro-Glu;AC=UNIMOD:28;PP=Any N-term;TA=Q;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=beam-type collision-induced dissociation;AC=MS:1000422	High-pH reversed-phase chromatography (hpHRP)	375m/z	1500m/z	4.5 ppm	20 ppm	3	1	20150818_QE7_UPLC11_PCP_SA_Rat_Heart_1_Right_Ventricle_Fraction_3.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=Rattus norvegicus;AC=NCBITaxon:10116	NT=heart right ventricle;AC=UBERON:0002080
rat_heart_right_ventricle_1	Rattus norvegicus	heart right ventricle	not applicable	normal	adult	not available	male	Wistar	tissue	not pooled	1	rat_heart_right_ventricle_1_F4	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=label free sample;AC=MS:1002038	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Gln->pyro-Glu;AC=UNIMOD:28;PP=Any N-term;TA=Q;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=beam-type collision-induced dissociation;AC=MS:1000422	High-pH reversed-phase chromatography (hpHRP)	375m/z	1500m/z	4.5 ppm	20 ppm	4	1	20150818_QE7_UPLC11_PCP_SA_Rat_Heart_1_Right_Ventricle_Fraction_4.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=Rattus norvegicus;AC=NCBITaxon:10116	NT=heart right ventricle;AC=UBERON:0002080
rat_heart_right_ventricle_1	Rattus norvegicus	heart right ventricle	not applicable	normal	adult	not available	male	Wistar	tissue	not pooled	1	rat_heart_right_ventricle_1_F5	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=label free sample;AC=MS:1002038	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Gln->pyro-Glu;AC=UNIMOD:28;PP=Any N-term;TA=Q;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=beam-type collision-induced dissociation;AC=MS:1000422	High-pH reversed-phase chromatography (hpHRP)	375m/z	1500m/z	4.5 ppm	20 ppm	5	1	20150818_QE7_UPLC11_PCP_SA_Rat_Heart_1_Right_Ventricle_Fraction_5.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=Rattus norvegicus;AC=NCBITaxon:10116	NT=heart right ventricle;AC=UBERON:0002080
rat_heart_right_ventricle_1	Rattus norvegicus	heart right ventricle	not applicable	normal	adult	not available	male	Wistar	tissue	not pooled	1	rat_heart_right_ventricle_1_F6	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=label free sample;AC=MS:1002038	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Gln->pyro-Glu;AC=UNIMOD:28;PP=Any N-term;TA=Q;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=beam-type collision-induced dissociation;AC=MS:1000422	High-pH reversed-phase chromatography (hpHRP)	375m/z	1500m/z	4.5 ppm	20 ppm	6	1	20150818_QE7_UPLC11_PCP_SA_Rat_Heart_1_Right_Ventricle_Fraction_6.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=Rattus norvegicus;AC=NCBITaxon:10116	NT=heart right ventricle;AC=UBERON:0002080
rat_heart_right_ventricle_1	Rattus norvegicus	heart right ventricle	not applicable	normal	adult	not available	male	Wistar	tissue	not pooled	1	rat_heart_right_ventricle_1_F7	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=label free sample;AC=MS:1002038	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Gln->pyro-Glu;AC=UNIMOD:28;PP=Any N-term;TA=Q;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=beam-type collision-induced dissociation;AC=MS:1000422	High-pH reversed-phase chromatography (hpHRP)	375m/z	1500m/z	4.5 ppm	20 ppm	7	1	20150818_QE7_UPLC11_PCP_SA_Rat_Heart_1_Right_Ventricle_Fraction_7.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=Rattus norvegicus;AC=NCBITaxon:10116	NT=heart right ventricle;AC=UBERON:0002080
rat_heart_right_ventricle_1	Rattus norvegicus	heart right ventricle	not applicable	normal	adult	not available	male	Wistar	tissue	not pooled	1	rat_heart_right_ventricle_1_F8	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=label free sample;AC=MS:1002038	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Gln->pyro-Glu;AC=UNIMOD:28;PP=Any N-term;TA=Q;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=beam-type collision-induced dissociation;AC=MS:1000422	High-pH reversed-phase chromatography (hpHRP)	375m/z	1500m/z	4.5 ppm	20 ppm	8	1	20150818_QE7_UPLC11_PCP_SA_Rat_Heart_1_Right_Ventricle_Fraction_8.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=Rattus norvegicus;AC=NCBITaxon:10116	NT=heart right ventricle;AC=UBERON:0002080
